timestamp,net_flow,inflow,outflow
2025-11-09 21:00:00,-119747.474392,0.0,119747.474392
2025-11-09 22:00:00,18191.555082,24741.031454,6549.476372
2025-11-09 23:00:00,-80471.43363,648769.377189,729240.810819
2025-11-10 00:00:00,23714.581512999997,51935.671484,28221.089971
2025-11-10 01:00:00,59696.22962400002,611414.936965,551718.707341
2025-11-10 02:00:00,28881.63513700001,260466.71185,231585.076713
2025-11-10 03:00:00,128127.26412,223265.509177,95138.245057
2025-11-10 04:00:00,-29429.140601000003,9177.975416,38607.116017
2025-11-10 05:00:00,-21904.423404,0.0,21904.423404
2025-11-10 06:00:00,64278.159089,91286.448782,27008.289693000002
2025-11-10 07:00:00,-37228.666895,0.0,37228.666895
2025-11-10 08:00:00,-95186.50093199998,354396.56059,449583.061522
2025-11-10 09:00:00,-179414.752053,230104.969918,409519.72197099996
2025-11-10 10:00:00,-159837.095864,128777.413821,288614.509685
2025-11-10 11:00:00,-132536.73406299998,432414.543644,564951.2777069999
2025-11-10 12:00:00,127590.72746600003,398828.573198,271237.845732
2025-11-10 13:00:00,-29254.304385000003,83782.52581,113036.830195
2025-11-10 14:00:00,78489.88106700001,455324.6035,376834.722433
2025-11-10 15:00:00,70168.068331,131577.978791,61409.91046
2025-11-10 16:00:00,474841.24036800006,600802.902573,125961.662205
2025-11-10 17:00:00,-260957.916968,9846.880212,270804.79718
2025-11-10 18:00:00,80010.265228,167436.25551,87425.990282
2025-11-10 19:00:00,54697.210147,106021.892291,51324.682144
2025-11-10 20:00:00,23798.401262,57491.836164,33693.434902
2025-11-10 21:00:00,-44199.75090300001,364404.964422,408604.715325
2025-11-10 22:00:00,-83721.52750299999,106465.282892,190186.81039499998
2025-11-10 23:00:00,-251873.69511399997,190196.119649,442069.814763
2025-11-11 00:00:00,37319.72941499999,162947.114053,125627.384638
2025-11-11 01:00:00,331390.352955,600000.0,268609.647045
2025-11-11 03:00:00,-6733.0,0.0,6733.0
2025-11-11 04:00:00,251404.930838,261714.791337,10309.860499
2025-11-11 05:00:00,-1300.522148,0.0,1300.522148
2025-11-11 06:00:00,-93699.36285599999,0.0,93699.36285599999
2025-11-11 07:00:00,-109015.64303,0.0,109015.64303
2025-11-11 08:00:00,86359.58343,154223.4544,67863.87097
2025-11-11 09:00:00,-101695.31463,90710.76822700001,192406.082857
2025-11-11 10:00:00,-140333.313268,147111.77757900002,287445.090847
2025-11-11 11:00:00,66689.745917,142089.788698,75400.042781
2025-11-11 12:00:00,-23682.237509000017,660331.2628,684013.500309
2025-11-11 13:00:00,-73056.39840600001,917792.623087,990849.021493
2025-11-11 14:00:00,-92197.25139500003,401130.825573,493328.07696800004
2025-11-11 15:00:00,-50554.80163,24140.803175,74695.60480500001
2025-11-11 16:00:00,-206897.384067,157874.563547,364771.947614
2025-11-11 17:00:00,40454.25039599997,246529.964449,206075.714053
2025-11-11 18:00:00,122327.891896,321856.961529,199529.069633
2025-11-11 19:00:00,-6303.341866999998,134748.071706,141051.413573
2025-11-11 20:00:00,-195187.95423200002,215086.052654,410274.006886
2025-11-11 21:00:00,-364710.590342,515145.990274,879856.580616
2025-11-11 22:00:00,-19242.71957,70034.616528,89277.336098
2025-11-11 23:00:00,-206941.67282699997,828760.416935,1035702.089762
2025-11-12 00:00:00,1203976.498694,1559093.024171,355116.525477
2025-11-12 01:00:00,97133.264935,180801.45238899998,83668.187454
2025-11-12 02:00:00,-247471.26320100002,171383.513548,418854.776749
2025-11-12 03:00:00,-35499.33360599997,240984.067878,276483.401484
2025-11-12 04:00:00,-81541.703725,1389.9593,82931.66302499999
2025-11-12 05:00:00,-232373.90485599998,2777.793471,235151.698327
2025-11-12 06:00:00,-87508.71971499996,221624.289459,309133.009174
2025-11-12 07:00:00,-92224.170473,2483.345994,94707.51646700001
2025-11-12 08:00:00,-581215.0491909999,31084.756994,612299.806185
2025-11-12 09:00:00,719965.2494079999,1163244.780824,443279.531416
2025-11-12 10:00:00,421555.71194300003,758259.2690580001,336703.557115
2025-11-12 11:00:00,-325641.15532,204674.060061,530315.215381
2025-11-12 12:00:00,-4600.636690000002,83355.476995,87956.113685
2025-11-12 13:00:00,-13905.504779000004,56812.549562,70718.054341
2025-11-12 14:00:00,-23500.955461999998,81014.565794,104515.521256
2025-11-12 15:00:00,-19505.241341999998,60224.11761,79729.358952
2025-11-12 16:00:00,-70589.845271,161729.552043,232319.397314
2025-11-12 17:00:00,-63228.941556000005,70793.77031200001,134022.711868
2025-11-12 18:00:00,40667.518627999976,437443.37107500003,396775.85244700004
2025-11-12 19:00:00,-99615.94591500002,170146.654835,269762.60075
2025-11-12 20:00:00,134645.569574,219382.890343,84737.320769
2025-11-12 21:00:00,-36598.384088000006,72166.523788,108764.907876
2025-11-12 22:00:00,413226.81924299995,764962.730851,351735.911608
2025-11-12 23:00:00,-272990.890229,32267.116005,305258.006234
2025-11-13 00:00:00,11128.553997999996,104769.40088,93640.846882
2025-11-13 01:00:00,-469775.212143,628803.115527,1098578.32767
2025-11-13 02:00:00,-174723.428575,187225.371192,361948.799767
2025-11-13 03:00:00,-220449.018825,190.5,220639.518825
2025-11-13 04:00:00,-112802.27317399999,30013.116288,142815.389462
2025-11-13 05:00:00,-239330.00103300004,65424.116143,304754.117176
2025-11-13 06:00:00,117036.70903,117036.70903,0.0
2025-11-13 07:00:00,201576.989004,201576.989004,0.0
2025-11-13 08:00:00,64378.57212599999,318572.702334,254194.13020800002
2025-11-13 09:00:00,336468.525368,444657.598926,108189.073558
2025-11-13 10:00:00,251121.52471399997,572747.632377,321626.107663
2025-11-13 11:00:00,858990.731676,1535141.1723,676150.440624
2025-11-13 12:00:00,-455774.94022600004,16153.369548,471928.309774
2025-11-13 13:00:00,-209437.39204399998,26017.021952000003,235454.413996
